rating,is_amazon_choice,is_prime,has_variations,is_climate_friendly,cat_baby_products,cat_beauty_makeup,cat_beauty_skincare,cat_electronics_gaming_consoles,cat_electronics_headphones,cat_electronics_keyboards,cat_electronics_laptops,cat_electronics_monitors,cat_electronics_networking,cat_electronics_smartphones,cat_electronics_storage_ssd,cat_electronics_tablets,cat_fashion_bags,cat_fashion_mens,cat_fashion_shoes,cat_fashion_womens,cat_health_personal_care,cat_health_supplements,cat_home_air_quality,cat_home_cleaning,cat_home_furniture,cat_home_kitchen_appliances,cat_office_stationery,cat_office_supplies,cat_pet_supplies,cat_sports_fitness,cat_sports_outdoors,cat_tools_home_improvement,cat_toys_games,price_log_clipped,original_price_log_clipped,reviews_log_clipped,number_of_offers_log_clipped,lowest_offer_price_log_clipped,sales_volume_num_log_clipped,delivery_fee_log_clipped
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-2.5483917652839447,-0.5173647345756961,2.8530322264588848,-2.433816745149599,-2.1202593927456723
-0.8523895517638422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4443141122762992,1.4461027703670302,-0.2817780857894169,2.665210256736009,1.3443779505870759,-0.09079530865681153,0.70048245272126
-0.5141968514570928,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5751052750871972,1.456735080008733,-0.15412979702035387,2.665210256736009,1.4165685694888028,-2.433816745149599,0.70048245272126
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022258962212395893,0.22793100679434028,0.12277105472063878,1.294549813667425,-0.1409201763709943,0.08606552914431286,0.8419706478484629
1.1767666500766603,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1725298105748389,-0.0828462166200611,0.7792263103750654,0.8532957084928877,-0.21413728332870363,-0.28282286306961557,0.7679999591858171
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7060079458083444,0.7441189080841034,0.205511566121258,-0.5173647345756961,0.756693841027395,0.1700735905405922,0.37663619104305035
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-0.5192972397877881,1.294549813667425,2.8530322264588848,-2.433816745149599,0.8419706478484629
0.8385739497699108,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6531912813643842,-0.701165653173126,0.8336338174227665,-0.5173647345756961,-0.6315282076141878,-0.09079530865681153,0.0916704950802209
1.1767666500766603,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15684378138701144,-0.21592079573728523,1.2851689046414247,-0.5173647345756961,-0.12458225776253126,0.4311305150971018,0.09421577877659662
-0.5141968514570928,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858791541269262,1.7379527370042327,-0.6651702331272109,4.132350567159516,1.9340926892153762,0.1700735905405922,-2.1202593927456723
0.5003812494631584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-2.2837316869737645,-0.5173647345756961,2.8530322264588848,-2.433816745149599,-2.1202593927456723
-0.8523895517638422,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9319182448669339,1.8951294946495625,-1.6541485750787748,-0.5173647345756961,2.008780858726721,-0.09079530865681153,0.8419706478484629
1.1767666500766603,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4248113575585648,-0.4820770129411806,0.11605673775104071,-0.5173647345756961,-0.39827171411705525,-0.17470946292379233,0.13581194318278614
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.380726266053895,-0.4820770129411806,-0.38792276077824217,-0.5173647345756961,-0.3532452788309888,-0.09079530865681153,-0.06181756989514255
-0.5141968514570928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-0.9020027703286387,0.2844202258412704,2.8530322264588848,-0.17470946292379233,0.8419706478484629
0.5003812494631584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.552203190205764,2.4253303879271075,-1.2225936124484211,0.8532957084928877,2.6111770053565473,-0.09079530865681153,0.8419706478484629
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0476479645499095,-1.1431952262921996,0.5316583974516987,-0.5173647345756961,-1.0344076780294436,-0.17470946292379233,-0.20247617066669477
-1.866967652684095,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-1.6723405008887033,-0.5173647345756961,2.8530322264588848,-0.09079530865681153,0.70048245272126
0.5003812494631584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384679432816332,1.267966304151113,-0.9896858426502161,4.132350567159516,1.3752411065358465,-0.09079530865681153,0.70048245272126
0.5003812494631584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2364953100394565,-0.3391011401135179,0.46957160405762355,1.6550806689098545,-0.34529065725780156,-0.17470946292379233,0.7679999591858171
-0.8523895517638422,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5060825295346234,2.3796110645789033,-0.01957480135664639,4.035870699804592,2.35641317290132,-0.28282286306961557,0.8419706478484629
1.1767666500766603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-2.318779700515291,-0.5173647345756961,2.8530322264588848,-2.433816745149599,0.6573175121824191
-2.205160352990846,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4745759248951273,1.8104430994257386,-1.753034726592514,2.4568656293268214,1.2279816476289576,-0.4350159715777625,0.70048245272126
-0.5141968514570928,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1381399488177477,2.014870282973103,-0.3211053685189695,0.2844202258412704,2.079658436004911,-0.28282286306961557,0.70048245272126
0.8385739497699108,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6452830883317997,-0.6524521681802105,1.0950853596278578,-0.5173647345756961,-0.6234511518645436,-0.4350159715777625,0.0916704950802209
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5688194733909375,1.6086116968834383,-1.453551145429976,-0.5173647345756961,1.6379288818269486,-0.17470946292379233,0.8419706478484629
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459114619526702,2.4103496758080456,-1.2298140848811954,4.132350567159516,2.4816637443933485,-0.4350159715777625,0.8419706478484629
1.1767666500766603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-2.5483917652839447,-0.5173647345756961,2.8530322264588848,-2.433816745149599,-2.1202593927456723
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2500092445708497,1.3570805260510508,-0.9243501602245978,-0.5173647345756961,1.3123111356330195,-0.17470946292379233,0.4938343830776307
-0.8523895517638422,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0146273648528665,2.347774416390076,-0.04353679887514525,-0.5173647345756961,2.093256056838074,-0.4350159715777625,0.70048245272126
-0.5141968514570928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5087440068437816,1.8104430994257386,-0.47970149369596954,3.184021165971575,1.1763631071087848,-0.28282286306961557,0.70048245272126
1.1767666500766603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.677870944558246,2.549904594195558,-2.318779700515291,-0.5173647345756961,2.7706617988073283,-0.28282286306961557,-2.1202593927456723
0.5003812494631584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8859217855568136,1.7648468966508768,-1.6817057922259788,0.8532957084928877,1.961802242422932,-0.28282286306961557,-2.1202593927456723
0.16218854915640904,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.092891392491454,2.347774416390076,-0.6363044221001206,-0.5173647345756961,2.173191247067235,-0.17470946292379233,0.8419706478484629
-1.1905822520705946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4965355623642918,0.683315839027507,0.08460370300748787,2.4568656293268214,0.4136217077508551,-0.28282286306961557,1.4715564166693977
-0.17600415115034038,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4754365533827816,2.34923176661095,-1.9077841038822674,4.132350567159516,2.5231732605312174,-0.28282286306961557,0.8419706478484629
-0.8523895517638422,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3701023332753324,2.244814154229763,-0.900187291101689,-0.5173647345756961,2.4563214405130798,-0.09079530865681153,0.8419706478484629
-0.5141968514570928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2259861332512185,-1.1407565615991464,0.77886221661994,-0.5173647345756961,-1.2165538807023926,-0.17470946292379233,-0.018557124503546782
-0.8523895517638422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33551440755827067,0.22793100679434028,-0.6912305508896588,0.2844202258412704,0.009343794085845155,-0.28282286306961557,0.23338656451599554
-1.1905822520705946,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507642866465794,2.3811578236159647,-0.285715105469428,1.294549813667425,2.363697780981672,-0.4350159715777625,0.8419706478484629
0.16218854915640904,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.771060928422774,2.642283648248925,-1.5799727893297109,-0.5173647345756961,2.8530322264588848,-0.28282286306961557,2.0769032543772945
-1.866967652684095,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2751638538244254,1.159403718647435,-1.3263372605262185,-0.5173647345756961,1.3380028683037442,-0.4350159715777625,0.3486276378849707
0.8385739497699108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17221959640868456,-0.2753847472397124,-1.194766071339669,-0.5173647345756961,-0.14028639075657434,-0.28282286306961557,0.015793080746598298
-0.5141968514570928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1122336532983453,0.0333521161553474,0.1833108444720479,-0.5173647345756961,-0.07901957484795251,-0.28282286306961557,0.09218019803590792
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.753728365793242,1.633803810651515,0.4019100656890633,1.294549813667425,1.5002090478763157,-0.4350159715777625,0.8419706478484629
-0.5141968514570928,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.650078328349011,1.7460110364953345,-1.0478588038947778,-0.5173647345756961,1.7209228475716265,-0.4350159715777625,0.8419706478484629
1.1767666500766603,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-0.3940968923028092,-0.5173647345756961,2.8530322264588848,-0.09079530865681153,-2.1202593927456723
-2.205160352990846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-2.028823124406035,1.6550806689098545,2.8530322264588848,-0.28282286306961557,0.70048245272126
1.1767666500766603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8700941295749216,2.1904170549361566,-1.215481722672042,-0.5173647345756961,1.9456366203617124,-0.28282286306961557,0.70048245272126
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13922744765337555,0.0333521161553474,0.5664995058929911,0.2844202258412704,-0.16208432916653606,-0.6943907420979174,0.8419706478484629
0.5003812494631584,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-0.9498143345926532,0.2844202258412704,2.8530322264588848,-0.09079530865681153,0.8419706478484629
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800285969415403,1.6799562747173873,-0.770977586695735,-0.5173647345756961,1.8743378547568144,-0.4350159715777625,0.70048245272126
-0.8523895517638422,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-1.4775021750161503,0.8532957084928877,2.8530322264588848,-0.4350159715777625,0.8419706478484629
-1.5287749523773442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48167068832775156,0.3728154503958203,-0.7892506259194382,-0.5173647345756961,0.5275663364347472,-0.4350159715777625,0.3176848127661361
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6116231795930007,2.484233310578471,-0.9339825045520669,4.132350567159516,2.702999453097142,-0.6943907420979174,-2.1202593927456723
-1.1905822520705946,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8223185348868363,2.7877140917175076,-1.1981562776699346,-0.5173647345756961,2.8530322264588848,-0.09079530865681153,0.8419706478484629
1.8531520506901622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553685574564977,2.7877140917175076,-2.5483917652839447,-0.5173647345756961,2.643824713193344,-2.433816745149599,0.8419706478484629
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42071310182339483,-0.5217158873114532,0.03311622236730203,-0.5173647345756961,-0.39408594880848524,-0.4350159715777625,-0.23551282794276496
-0.17600415115034038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800285969415403,1.8075065484895627,-1.753034726592514,-0.5173647345756961,1.8743378547568144,-0.28282286306961557,0.70048245272126
-0.5141968514570928,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692079425331683,2.5639894342068366,-1.240855794777509,0.2844202258412704,2.5690083608251593,-0.4350159715777625,0.8419706478484629
-0.8523895517638422,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2098294107796947,2.0859359104901865,-0.36516975687184733,0.8532957084928877,1.8274182681078939,-0.6943907420979174,0.8419706478484629
-1.1905822520705946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4423385260360386,2.31642175494951,-1.764163046095855,3.4669952171529754,2.530100084214142,-0.4350159715777625,-2.1202593927456723
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0348872571760264,1.0688945511290069,-0.12440322895389752,-0.5173647345756961,1.0925956737060099,-0.4350159715777625,0.8419706478484629
-1.1905822520705946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692079425331683,2.5639894342068366,-0.4404166611546258,0.8532957084928877,2.6738886204072343,-0.6943907420979174,0.8419706478484629
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.490151796487337,2.3638189591588135,-1.557625399433752,1.294549813667425,2.578934305814034,-0.4350159715777625,-2.1202593927456723
0.5003812494631584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2364953100394565,-0.21592079573728523,-1.7992110596373816,-0.5173647345756961,-0.20593457615174646,-0.4350159715777625,0.07205791997294005
-0.5141968514570928,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.650078328349011,1.5310557253464065,-0.0697160242690633,1.6550806689098545,1.3561899583529018,0.4311305150971018,0.8419706478484629
-0.8523895517638422,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5598273913317795,1.6485203239193027,-0.41701597069442947,2.4568656293268214,1.4341339858211783,-0.4350159715777625,0.70048245272126
0.16218854915640904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754030100756448,2.62540102112187,-0.9111861998071642,0.2844202258412704,2.8472357428703527,0.1700735905405922,0.8419706478484629
0.16218854915640904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3524285399996583,1.2359960553407694,-1.645308471755329,2.665210256736009,0.8988551562474293,-0.4350159715777625,0.8419706478484629
-1.5287749523773442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37010823951116784,0.37296401800834844,-0.3384626104591233,1.294549813667425,0.24058821738754183,-0.28282286306961557,1.4497963400265372
